oes 2019,oes 2019 title,abstract analytical,abstract interpersonal,nonroutine manual,routine cognitive,routine manual,abstract routine difference,"automation risk category (1 low, 10 high)"
11-1011.00,Chief Executives,1.077615252,1.90925275,1.227754953,0.687831274,0.938768437,5.841222666,1
11-1011.03,Chief Sustainability Officers,1.443827356,1.601983525,1.221652099,1.532318534,1.136199563,6.935981077,1
11-1021.00,General and Operations Managers,0.220959274,1.339056457,0.524757827,0.511458703,0.402375141,2.998607402,3
11-2011.00,Advertising and Promotions Managers,0.127031026,0.014972711,1.000592346,0.341464578,0.885583699,2.36964436,4
11-2021.00,Marketing Managers,0.664372712,1.315527972,1.058499602,0.945992745,1.004028635,4.988421666,2
11-2022.00,Sales Managers,0.891513424,1.802630987,0.823921276,0.736693498,1.356710213,5.611469399,1
11-3012.00,Administrative Services Managers,0.06819223,1.179491515,0.388431154,-0.016690463,0.225952345,1.84537678,4
11-3021.00,Computer and Information Systems Managers,0.622293901,1.126664541,0.572717802,0.291519265,0.254025766,2.867221275,3
11-3031.00,Financial Managers,0.034979939,1.427235297,1.040367428,-0.466460977,0.932276481,2.968398168,3
11-3031.01,Treasurers and Controllers,1.017535737,1.385030152,1.294203379,-0.328849909,0.899057355,4.266976714,2
11-3031.03,Investment Fund Managers,1.01558713,-0.010974215,1.268786385,0.592838217,1.09974824,3.965985757,3
11-3051.00,Industrial Production Managers,0.17229498,0.969324583,0.03878533,0.188167108,-0.262892202,1.105679799,5
11-3051.01,Quality Control Systems Managers,0.548737808,0.534120511,0.189504607,-0.570009292,0.246932235,0.949285869,5
11-3051.02,Geothermal Production Managers,0.297425903,1.165411334,0.132978607,0.287901795,0.134561896,2.018279535,4
11-3051.03,Biofuels Production Managers,0.381935224,0.949291935,0.462029232,-0.126811568,-0.309087755,1.357357068,4
11-3051.04,Biomass Power Plant Managers,0.112336665,1.630939254,0.083234492,-0.165759969,-0.67885293,0.981897512,5
11-3051.06,Hydroelectric Production Managers,0.385491257,0.949411556,-0.139190101,0.222804282,-0.047552307,1.370964687,4
11-3061.00,Purchasing Managers,0.55889502,1.505274206,1.127680559,-0.320514643,0.789083214,3.660418356,3
11-3071.00,"Transportation, Storage, and Distribution Managers",0.316043088,1.116253181,0.236553365,0.07913111,0.451699082,2.199679827,4
11-3071.04,Supply Chain Managers,0.794027159,1.682133305,1.102889976,0.542864442,0.606947025,4.728861906,2
11-3111.00,Compensation and Benefits Managers,0.62485114,1.303617324,0.963728256,0.427666162,1.06280848,4.382671362,2
11-3121.00,Human Resources Managers,0.944161466,2.107273165,0.983414682,0.692572904,0.831243812,5.558666029,1
11-3131.00,Training and Development Managers,0.949950546,2.29415578,0.940267847,0.945355438,0.893353936,6.023083547,1
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",0.431424941,0.64479606,-0.571633447,0.979091423,-0.13963203,1.344046947,4
11-9021.00,Construction Managers,0.361774296,0.948849012,0.511635423,0.570498262,0.829274238,3.222031231,3
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",-0.248920102,1.575878954,0.708617801,0.175107287,0.78665491,2.99733885,3
11-9032.00,"Education Administrators, Kindergarten through Secondary",1.221081896,2.315459653,1.024634544,0.426011632,1.232538373,6.219726098,1
11-9033.00,"Education Administrators, Postsecondary",0.981467669,1.443981294,1.337964248,0.941776859,1.046160664,5.751350734,1
11-9041.00,Architectural and Engineering Managers,0.703791752,1.287206551,0.45431505,0.377178561,0.82584384,3.648335754,3
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,1.16116105,0.188159779,0.47698279,0.532200416,0.140190291,2.498694327,4
11-9051.00,Food Service Managers,-1.08102805,-0.052424685,0.226721782,-0.33577942,-0.399398913,-1.641909286,6
11-9071.00,Gambling Managers,-0.080641943,1.659875465,0.788089575,-0.016807507,0.598311746,2.948827336,3
11-9081.00,Lodging Managers,0.222833161,1.356750171,0.251737276,0.021581048,0.350716859,2.203618514,4
11-9111.00,Medical and Health Services Managers,0.837375102,1.849248823,0.908260387,-0.589266136,0.175765227,3.181383403,3
11-9121.00,Natural Sciences Managers,1.21008456,1.522996899,0.350264428,0.21610982,0.466821043,3.766276749,3
11-9121.01,Clinical Research Coordinators,-0.200664553,-0.245827652,1.131342721,-0.719965729,0.547557349,0.512442135,5
11-9121.02,Water Resource Specialists,0.944369201,0.391546107,1.055277361,0.852861972,1.14571996,4.389774601,2
11-9131.00,Postmasters and Mail Superintendents,0.300042556,1.388004513,1.055867077,-0.31574322,0.092007834,2.52017876,4
11-9141.00,"Property, Real Estate, and Community Association Managers",-0.044542572,1.137125681,1.011769603,0.557890181,1.22406376,3.886306655,3
11-9151.00,Social and Community Service Managers,0.366428075,0.89327804,0.761442558,0.140674887,1.090134779,3.25195834,3
11-9161.00,Emergency Management Directors,0.954854788,2.053329445,0.212106746,0.701949227,0.941761254,4.86400146,2
11-9171.00,Funeral Home Managers,-0.304684132,0.019918594,0.136454614,0.518612195,1.045381865,1.415683135,4
11-9179.01,Fitness and Wellness Coordinators,0.215945645,1.706697891,0.727034527,2.125729287,0.826787897,5.602195247,1
11-9179.02,Spa Managers,0.468632492,1.636154104,0.806137022,0.076389663,0.433921922,3.421235202,3
11-9199.01,Regulatory Affairs Managers,0.995481951,1.128887062,1.308295376,-0.328235266,0.796603196,3.90103232,3
11-9199.02,Compliance Managers,0.772046197,1.10181184,0.384183533,-0.418098692,0.68713422,2.527077098,4
11-9199.08,Loss Prevention Managers,0.423192881,1.463240928,0.668925825,0.424504099,0.876263412,3.856127143,3
11-9199.09,Wind Energy Operations Managers,0.73738088,1.653593444,-0.423513089,0.715090658,-0.201916568,2.480635326,4
11-9199.10,Wind Energy Development Managers,0.541690633,0.185745499,0.810451969,1.414427646,1.081874197,4.034189944,3
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.851914458,0.286240051,0.717209286,0.721389991,1.058254783,3.635008569,3
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",-0.23014912,-0.390230485,1.287158032,0.290009075,1.32577762,2.282565122,4
13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.050101109,0.398192869,0.855144427,-0.185906085,0.779434129,1.89696645,4
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",-0.428473915,-0.331545266,0.790941129,0.009339635,0.236290685,0.276552268,5
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.60117402,1.037016301,1.12422657,-0.092358153,0.804363031,3.47442177,3
13-1031.00,"Claims Adjusters, Examiners, and Investigators",0.397447245,-0.605606014,0.567002076,-0.924326871,0.232570179,-0.332913386,6
13-1032.00,"Insurance Appraisers, Auto Damage",-0.002621439,-0.772713191,-0.521569787,-0.162084401,0.173262327,-1.28572649,6
13-1041.00,Compliance Officers,0.155812578,-0.710093434,-0.18304246,-1.03979462,-0.007458527,-1.784576464,7
13-1041.01,Environmental Compliance Inspectors,0.090824853,0.040974882,0.011009788,0.107800029,1.156364557,1.406974109,4
13-1041.03,Equal Opportunity Representatives and Officers,0.714496498,-0.264865266,1.152591811,0.384035238,0.691286989,2.677545271,3
13-1041.04,Government Property Inspectors and Investigators,-0.003410686,0.202164614,-0.33464039,-0.232569629,0.888517296,0.520061205,5
13-1041.06,Coroners,0.194923335,0.817044665,-0.309111964,-0.396264104,0.840591832,1.147183763,5
13-1041.07,Regulatory Affairs Specialists,0.515500595,0.332085038,1.325643215,-0.07448286,0.750627829,2.849373817,3
13-1041.08,Customs Brokers,0.1883745,0.587839747,1.159913886,-1.389631471,0.36435279,0.910849453,5
13-1051.00,Cost Estimators,0.798463846,0.520049583,1.090354965,-0.470334191,0.853990719,2.792524923,3
13-1071.00,Human Resources Specialists,-0.080396438,0.731385878,0.826054634,-0.11553838,0.500847537,1.862353232,4
13-1074.00,Farm Labor Contractors,-2.080052237,-0.753176828,-0.217803113,-0.037537303,0.644822476,-2.443747006,7
13-1075.00,Labor Relations Specialists,1.002255812,1.163813599,1.142467037,0.987130197,1.176697681,5.472364327,2
13-1081.00,Logisticians,0.4151332,1.077302707,1.069391016,0.061794486,0.597723619,3.221345029,3
13-1081.01,Logistics Engineers,1.058230464,0.3449457,1.158860366,0.027495836,0.774009062,3.363541429,3
13-1081.02,Logistics Analysts,0.944710382,0.457584264,0.783814108,-0.294563337,0.21176093,2.103306347,4
13-1111.00,Management Analysts,1.55047303,1.406588025,1.439298087,0.855667315,1.439167811,6.691194268,1
13-1121.00,"Meeting, Convention, and Event Planners",0.591680199,1.248690657,0.205239019,0.665164713,-0.065388578,2.64538601,3
13-1131.00,Fundraisers,0.983768969,1.38595514,1.012394953,0.905509998,0.983546146,5.271175206,2
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.799926615,0.043929351,1.07493006,-0.262940268,0.562907516,2.218753274,4
13-1151.00,Training and Development Specialists,1.437819504,1.569300105,1.203785708,0.777525038,1.180994131,6.169424485,1
13-1161.00,Market Research Analysts and Marketing Specialists,1.73662841,0.374264247,1.326319131,0.130249899,1.075706793,4.643168479,2
13-1161.01,Search Marketing Strategists,1.548742205,0.179075636,1.156518685,0.695098669,1.058308575,4.63774377,2
13-1199.04,Business Continuity Planners,0.505145265,0.81145994,1.26377505,0.794074377,1.203293782,4.577748415,2
13-1199.05,Sustainability Specialists,0.780604821,0.740916525,1.277104063,1.081239302,1.275346037,5.155210748,2
13-1199.06,Online Merchants,-0.23907139,-0.526826816,1.046269166,0.160899795,0.59537624,1.036646995,5
13-2011.00,Accountants and Auditors,0.521234227,0.771211394,1.215063833,-0.598030796,0.922587653,2.832066311,3
13-2023.00,Appraisers and Assessors of Real Estate,0.319331755,-0.53378533,0.15885585,-0.497626508,0.881401589,0.328177356,5
13-2031.00,Budget Analysts,0.42671761,-0.326254699,1.187228701,-0.773307351,0.744631065,1.259015326,4
13-2041.00,Credit Analysts,0.426822426,-0.136222649,1.177736399,-0.545073878,0.766362966,1.689625265,4
13-2052.00,Personal Financial Advisors,0.80127116,0.724748575,1.253919461,0.193510133,1.201657662,4.175106992,2
13-2053.00,Insurance Underwriters,0.336009776,-0.105629669,0.809721321,-0.190462465,0.709591129,1.559230092,4
13-2061.00,Financial Examiners,0.218608087,0.631503652,1.333613359,0.134949658,1.145173014,3.463847771,3
13-2071.00,Credit Counselors,-0.049083385,-0.154464355,0.729611461,-0.506498265,0.509995875,0.529561331,5
13-2072.00,Loan Officers,0.473228538,-0.190778322,0.620485121,-0.084518515,0.776022925,1.594439747,4
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",0.280430846,-0.194336236,0.748920283,-1.092862784,0.393945655,0.136097764,5
13-2082.00,Tax Preparers,0.190686234,0.115604105,0.619738041,-0.847790126,0.382685672,0.460923926,5
13-2099.01,Financial Quantitative Analysts,1.236751982,-0.48603332,0.918932431,-0.134959775,1.116919988,2.651611306,3
13-2099.04,"Fraud Examiners, Investigators and Analysts",0.912788094,1.129986587,1.110348191,-0.525999783,0.903210896,3.530333984,3
15-1211.00,Computer Systems Analysts,0.793745694,-0.482448766,0.612043321,-0.612290428,0.361125548,0.67217537,5
15-1211.01,Health Informatics Specialists,1.19682973,1.169707405,0.630334522,-0.415699069,0.107571131,2.68874372,3
15-1212.00,Information Security Analysts,0.626362891,-0.606872106,0.726052274,0.093555454,0.638784641,1.477883154,4
15-1221.00,Computer and Information Research Scientists,1.615047053,-0.495047416,0.697003624,0.675286611,0.477619849,2.96990972,3
15-1231.00,Computer Network Support Specialists,0.214447303,-0.490048543,0.484484322,-0.240159642,0.074051368,0.042774808,5
15-1232.00,Computer User Support Specialists,-0.099872029,-1.167665715,0.581550812,-0.034470737,0.595156226,-0.125301443,5
15-1241.00,Computer Network Architects,1.059796757,-0.167436834,0.871218771,0.584627123,0.769648119,3.117853937,3
15-1241.01,Telecommunications Engineering Specialists,0.60502553,0.080838257,0.240958505,0.221929428,1.010920082,2.159671802,4
15-1242.00,Database Administrators,0.453278924,-0.883689148,0.52816697,-0.180267894,0.099553748,0.0170426,5
15-1243.00,Database Architects,1.092635573,-0.205005177,0.879041512,-0.358485882,0.429860134,1.838046161,4
15-1243.01,Data Warehousing Specialists,1.062175753,-0.557480755,1.26385859,-0.32692256,0.756541331,2.198172361,4
15-1244.00,Network and Computer Systems Administrators,0.355512703,-1.218649668,0.671999423,0.202980145,0.049117919,0.060960523,5
15-1251.00,Computer Programmers,1.114884591,-0.492192511,0.689700113,-0.391277639,0.553406186,1.47452074,4
15-1253.00,Software Quality Assurance Analysts and Testers,0.73575914,-0.086285976,0.628217672,-0.33899612,0.600142358,1.538837074,4
15-1254.00,Web Developers,0.588522865,-0.51411759,0.694671225,-0.471849013,0.146039965,0.443267453,5
15-1255.01,Video Game Designers,1.071228968,0.455808081,0.653785574,0.9880981,0.661973658,3.83089438,3
15-1299.01,Web Administrators,0.922886495,0.410592807,0.687228481,0.180196539,0.418273991,2.619178313,4
15-1299.02,Geographic Information Systems Technologists and Technicians,1.181976313,-0.222841074,0.230846081,-0.81821092,0.096506539,0.46827694,5
15-1299.03,Document Management Specialists,0.269813927,0.478456392,0.78606284,-0.033972129,0.711978552,2.212339582,4
15-1299.08,Computer Systems Engineers/Architects,1.626380698,0.739749625,0.861678203,0.101565923,0.392912482,3.722286931,3
15-1299.09,Information Technology Project Managers,1.062840135,1.619177951,1.179665288,0.292084909,0.6705616,4.824329883,2
15-2011.00,Actuaries,1.290556883,0.197611665,1.355318275,-0.212020933,1.185880744,3.817346634,3
15-2021.00,Mathematicians,1.539510058,-0.460048577,1.402273104,0.345057205,1.268875185,4.095666977,2
15-2031.00,Operations Research Analysts,1.568721613,-0.179078516,1.328148882,0.648374848,0.935595586,4.301762413,2
15-2041.00,Statisticians,1.423235133,-0.374821163,1.352865207,0.30903832,1.151277662,3.861595159,3
15-2041.01,Biostatisticians,1.107135391,0.059271669,1.080567805,0.238722593,0.898544297,3.384241755,3
15-2051.01,Business Intelligence Analysts,1.306962882,0.068902045,1.268739974,0.247852751,0.825789276,3.718246928,3
15-2051.02,Clinical Data Managers,0.333462281,0.107919523,1.04275552,-0.422014946,0.830509967,1.892632346,4
15-2099.01,Bioinformatics Technicians,1.383978729,-0.977782431,1.241592239,-0.071631497,0.742296597,2.318453638,4
17-1011.00,"Architects, Except Landscape and Naval",0.97888788,0.995513586,0.130131885,0.152682743,0.617717372,2.874933466,3
17-1012.00,Landscape Architects,0.848797568,0.778560586,0.462401709,0.282936876,0.54118428,2.913881019,3
17-1021.00,Cartographers and Photogrammetrists,0.662111941,-0.678436119,0.040120069,-0.682580828,0.236394623,-0.422390314,6
17-1022.00,Surveyors,0.436089843,0.646431819,-1.253126215,-0.787654552,0.123643904,-0.834615202,6
17-1022.01,Geodetic Surveyors,0.813630417,0.433384046,-0.434025455,-1.134966968,0.06579975,-0.256178209,6
17-2011.00,Aerospace Engineers,1.355316997,-0.254588659,1.110338909,0.644816324,0.763827851,3.619711422,3
17-2021.00,Agricultural Engineers,0.949908507,0.426355693,0.35584648,0.386853668,0.754272429,2.873236778,3
17-2031.00,Bioengineers and Biomedical Engineers,1.389272832,0.356899879,0.86269273,0.489403967,0.788397477,3.886666885,3
17-2041.00,Chemical Engineers,1.214015836,0.046614688,1.047942909,0.430591528,0.780161818,3.519326779,3
17-2051.00,Civil Engineers,0.318236295,0.47684336,0.779542021,-0.125672512,1.051051996,2.500001159,4
17-2051.01,Transportation Engineers,0.60582879,1.05582376,0.393445223,0.092908039,0.928252401,3.076258212,3
17-2051.02,Water/Wastewater Engineers,0.68620574,1.132952233,0.932985734,0.562836746,0.901947135,4.216927588,2
17-2061.00,Computer Hardware Engineers,1.164792882,-0.185413155,0.737672563,-0.087350672,0.637789302,2.267490921,4
17-2071.00,Electrical Engineers,0.596869571,-0.573255356,0.767149243,0.179073871,0.703268677,1.673106006,4
17-2072.00,"Electronics Engineers, Except Computer",0.577316284,-1.358100366,0.382480681,0.166923168,0.465295615,0.233915382,5
17-2072.01,Radio Frequency Identification Device Specialists,0.719403027,0.066055647,0.597356775,0.115501767,0.43290005,1.931217266,4
17-2081.00,Environmental Engineers,0.814924688,0.529985294,0.953060303,0.923813036,0.981208031,4.202991352,2
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.699502306,0.719338015,0.318450859,0.158678132,0.642738972,2.538708284,4
17-2111.02,Fire-Prevention and Protection Engineers,0.716230299,0.699807324,0.94996332,0.307896285,0.996479484,3.670376712,3
17-2112.00,Industrial Engineers,0.614832722,-0.504890187,0.715128353,0.289517434,0.433738132,1.548326454,4
17-2112.01,Human Factors Engineers and Ergonomists,0.991216739,0.24822537,0.773955738,0.557890181,0.889944642,3.461232671,3
17-2112.02,Validation Engineers,0.623676,0.058545766,1.114081876,-0.472447268,0.48884277,1.812699144,4
17-2112.03,Manufacturing Engineers,0.731990499,0.202718444,0.249450947,0.315672026,0.110191651,1.610023567,4
17-2121.00,Marine Engineers and Naval Architects,0.539955539,-0.109436078,0.10671569,0.039279872,0.30704679,0.883561813,5
17-2131.00,Materials Engineers,1.119821127,0.665224892,0.558546663,0.692681171,0.488630949,3.524904802,3
17-2141.00,Mechanical Engineers,0.327529926,-0.444550869,0.554267905,0.144536184,0.196677576,0.778460722,5
17-2141.01,Fuel Cell Engineers,0.905076537,-0.135053823,0.575188705,0.769130025,0.61601622,2.730357665,3
17-2141.02,Automotive Engineers,1.145762985,0.859515361,0.127703354,0.15551208,0.63923016,2.92772394,3
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.891860166,0.480034235,0.626133726,0.068949626,0.633684298,2.70066205,3
17-2161.00,Nuclear Engineers,0.416886274,-0.517652404,0.919049698,-0.278515903,0.569032303,1.108799967,5
17-2171.00,Petroleum Engineers,1.137384976,0.148264424,1.121468567,0.824503432,1.00878746,4.24040886,2
17-2199.03,"Energy Engineers, Except Wind and Solar",1.318640985,0.706512003,1.159824158,0.470488786,1.046631105,4.702097038,2
17-2199.05,Mechatronics Engineers,0.207698581,-0.312723049,0.878989012,0.813419112,0.618938688,2.206322344,4
17-2199.06,Microsystems Engineers,0.553585914,-0.086180741,0.350227892,0.45079425,0.364076048,1.632503363,4
17-2199.07,Photonics Engineers,0.965228876,-0.480585645,0.624991995,0.362944416,0.53033449,2.002914131,4
17-2199.08,Robotics Engineers,1.109717165,0.087566036,0.026969211,0.108413663,-0.187327916,1.145338159,5
17-2199.09,Nanosystems Engineers,1.333457236,0.136376876,0.461712281,0.47642326,0.002632302,2.410601955,4
17-2199.10,Wind Energy Engineers,0.49993373,-0.058035511,0.881097281,0.462554291,0.767689956,2.553239747,4
17-2199.11,Solar Energy Systems Engineers,0.214061023,-0.149734406,0.581854517,0.611400987,0.938841168,2.196423289,4
17-3011.00,Architectural and Civil Drafters,0.11011664,-0.723389216,0.319523805,-0.812434191,0.522353397,-0.583829565,6
17-3012.00,Electrical and Electronics Drafters,-0.758521758,-1.391696851,0.508517045,-0.764227841,0.026514348,-2.379415057,7
17-3013.00,Mechanical Drafters,0.193150084,-1.056337311,0.49033878,-0.330388405,0.114222725,-0.589014127,6
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.028346466,-0.574030668,-0.130817844,-0.859948276,0.181116298,-1.355334024,6
17-3022.00,Civil Engineering Technologists and Technicians,0.277347241,-0.575524079,0.028164798,-0.006972476,0.250749878,-0.026234638,5
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.22542666,-0.298783127,-0.052842031,0.045171144,0.125321505,0.044294151,5
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,-0.146429263,-0.472824807,-0.637138545,-1.152617111,-0.615617897,-3.024627623,7
17-3024.01,Robotics Technicians,0.306621185,-0.365742526,-0.782500431,-0.001875295,-0.343508913,-1.18700598,6
17-3025.00,Environmental Engineering Technologists and Technicians,-0.337628971,-0.969622365,-0.356431245,-0.061505132,0.116796746,-1.608390967,6
17-3026.00,Industrial Engineering Technologists and Technicians,0.186933289,-0.321110806,0.150757395,-0.173568483,-0.063859742,-0.220848346,5
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.580164128,-0.40465835,0.075564325,-0.072663456,-0.260359251,-0.081952604,5
17-3027.00,Mechanical Engineering Technologists and Technicians,1.146145902,0.618030126,-0.315498823,-0.4059839,0.105289618,1.147982923,5
17-3027.01,Automotive Engineering Technicians,0.227338403,-0.522228246,-0.955557196,-0.675411432,-0.095745594,-2.021604065,7
17-3029.01,Non-Destructive Testing Specialists,-0.23976824,0.33010743,-0.478090731,-0.662611664,-0.51887994,-1.569243146,6
17-3029.08,Photonics Technicians,0.023415104,-0.733010339,-0.135356462,-0.490811701,-0.263017843,-1.598781241,6
17-3031.00,Surveying and Mapping Technicians,-0.164392113,-0.974247989,-0.383781451,-0.701996587,-0.277299274,-2.501717414,7
19-1011.00,Animal Scientists,1.508906186,0.53725289,0.461755168,0.435404661,0.692108513,3.635427418,3
19-1012.00,Food Scientists and Technologists,0.91329648,0.336106306,0.711768443,-0.140737143,0.197303537,2.017737623,4
19-1013.00,Soil and Plant Scientists,1.219715103,0.367844638,0.104387306,0.586787869,0.64995377,2.928688687,3
19-1021.00,Biochemists and Biophysicists,2.024505647,0.862962161,0.33211753,-0.342993506,-0.181957413,2.69463442,3
19-1022.00,Microbiologists,0.888382131,0.458298244,0.158864885,-1.090471777,-0.295063524,0.120009959,5
19-1023.00,Zoologists and Wildlife Biologists,1.007805249,0.069913763,-0.001618555,0.976954672,0.707359161,2.76041429,3
19-1029.01,Bioinformatics Scientists,1.757419227,0.364038974,0.803447448,0.446443283,0.759757271,4.131106204,2
19-1029.02,Molecular and Cellular Biologists,1.222579634,0.59027483,0.551180401,0.000854074,-0.044424347,2.320464592,4
19-1029.03,Geneticists,1.266626022,0.593613932,0.699568079,-0.150425177,0.504822545,2.914205401,3
19-1029.04,Biologists,1.520725667,0.880524703,0.330346666,0.652065313,0.59401296,3.977675309,3
19-1031.00,Conservation Scientists,0.505269267,0.647736142,-0.131625304,0.699342861,0.912109751,2.632832717,3
19-1031.02,Range Managers,0.808534825,0.653420223,-0.503291859,1.051986703,0.340928212,2.351578103,4
19-1031.03,Park Naturalists,0.823907579,-0.393470769,-0.180140727,0.619568879,0.95212117,1.821986132,4
19-1032.00,Foresters,0.130915217,0.442789566,-0.636028792,0.679639226,0.41479452,1.032109738,5
19-1041.00,Epidemiologists,1.441902592,0.373281135,1.286769917,0.169792567,1.007755724,4.279501935,2
19-1042.00,"Medical Scientists, Except Epidemiologists",0.986761469,0.090121113,0.218360554,-0.56103076,0.064434089,0.798646464,5
19-2011.00,Astronomers,1.627161408,0.236468993,0.92444825,0.687426036,0.912957635,4.388462323,2
19-2012.00,Physicists,1.177843641,-0.299666882,1.249993457,1.242442115,0.937026214,4.307638544,2
19-2021.00,Atmospheric and Space Scientists,1.107939557,0.188454475,0.836471658,0.117828717,0.82046611,3.071160516,3
19-2031.00,Chemists,0.794241663,-0.490772148,0.1697037,-0.51000284,-0.135874162,-0.172703787,5
19-2032.00,Materials Scientists,1.463982809,0.151364078,0.658136514,0.451756515,0.336854885,3.062094801,3
19-2041.00,"Environmental Scientists and Specialists, Including Health",0.441516485,-0.123684916,0.327690739,0.436766366,0.79696749,1.879256165,4
19-2041.01,Climate Change Policy Analysts,1.081216687,0.14283718,1.387387616,0.895012176,1.22450426,4.730957919,2
19-2041.02,Environmental Restoration Planners,1.030390877,0.385013666,0.347762187,1.722313107,1.102735801,4.588215638,2
19-2041.03,Industrial Ecologists,1.225990709,-0.731473563,1.180778465,0.676534251,1.020292252,3.372122114,3
19-2042.00,"Geoscientists, Except Hydrologists and Geographers",1.403626701,0.478400938,0.182844554,0.563467934,0.7641417,3.392481827,3
19-2043.00,Hydrologists,1.39107191,0.246827942,0.283252818,0.310527816,0.76490896,2.996589446,3
19-2099.01,Remote Sensing Scientists and Technologists,1.065381767,-0.053891414,0.665230278,0.173792933,0.975877937,2.826391499,3
19-3011.00,Economists,1.367499907,-0.510895107,1.372625891,0.828529763,1.261745258,4.319505711,2
19-3011.01,Environmental Economists,1.379225006,-0.939601762,1.281175488,1.217582514,1.225296143,4.16367739,2
19-3022.00,Survey Researchers,1.578271787,0.435755168,1.145946522,-0.045530053,1.066454818,4.180898241,2
19-3032.00,Industrial-Organizational Psychologists,1.29345858,1.429729413,1.16489428,0.722884436,1.159218239,5.77018495,1
19-3033.00,Clinical and Counseling Psychologists,0.748593626,1.325297819,1.352710503,1.373867916,1.279316026,6.07978589,1
19-3034.00,School Psychologists,0.309750796,0.116890627,1.130630737,0.816770892,1.44963782,3.823680871,3
19-3041.00,Sociologists,1.770270788,0.024185147,1.417112182,1.304364478,0.996647615,5.512580209,1
19-3051.00,Urban and Regional Planners,1.341077688,0.670267875,1.019999263,1.584308558,1.532835418,6.148488802,1
19-3091.00,Anthropologists and Archeologists,1.768381897,0.657012954,0.482880103,0.512498112,0.973653862,4.394426928,2
19-3092.00,Geographers,1.164549273,-0.209668288,1.090723647,0.980966955,1.098806692,4.125378279,2
19-3093.00,Historians,1.301650111,-0.125659316,0.8273923,0.35486872,0.694876426,3.053128241,3
19-3094.00,Political Scientists,1.370325201,-0.214509515,1.318240694,1.186239023,1.238470471,4.898765873,2
19-3099.01,Transportation Planners,1.143116236,0.760353903,0.994921968,0.610976221,1.210155288,4.719523616,2
19-4012.00,Agricultural Technicians,0.446728623,-0.221555463,-0.476571258,-0.793116592,-0.328002626,-1.372517315,6
19-4012.01,Precision Agriculture Technicians,0.542835073,-0.162379465,-0.548244636,0.424193559,0.091434228,0.347838759,5
19-4013.00,Food Science Technicians,0.768636113,0.299564812,-0.127180846,-1.092968389,-0.657924513,-0.809872824,6
19-4021.00,Biological Technicians,0.371255009,-1.400991256,0.155274397,-0.401822811,-0.034286953,-1.310571614,6
19-4031.00,Chemical Technicians,-0.117426652,-1.092634264,-0.28730659,-1.323338774,-0.567968748,-3.388675028,8
19-4042.00,"Environmental Science and Protection Technicians, Including Health",-0.058194807,-0.102148218,-0.398849489,-0.102100453,0.627749691,-0.033543276,5
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",-0.199501831,-0.916973509,-0.021939417,-0.457543361,-0.082328367,-1.678286485,6
19-4051.00,Nuclear Technicians,-0.402044928,-0.6751646,-0.524486785,-1.468863643,-0.208270871,-3.278830827,8
19-4051.02,Nuclear Monitoring Technicians,0.239940189,-0.152128629,0.18448399,-0.780248619,0.511566064,0.003612997,5
19-4061.00,Social Science Research Assistants,0.731987222,-0.671956296,1.28467093,-0.234666801,0.874978674,1.985013729,4
19-4071.00,Forest and Conservation Technicians,0.015623479,0.723205383,-1.28127639,-0.058800767,-0.508857186,-1.110105482,6
19-4092.00,Forensic Science Technicians,0.071399234,-1.111966407,-0.576924245,-0.187511294,0.301032741,-1.503969971,6
19-4099.01,Quality Control Analysts,-0.270865321,-1.500447989,0.062865521,-0.777777172,-0.205398294,-2.691623254,7
19-4099.03,Remote Sensing Technicians,0.52841265,-0.368057988,0.063780122,-1.060554048,-0.294192326,-1.130611591,6
19-5011.00,Occupational Health and Safety Specialists,1.023571615,0.76231371,0.366646442,0.560348063,0.667219482,3.380099311,3
19-5012.00,Occupational Health and Safety Technicians,0.755713323,0.589785334,0.394450467,0.100441924,0.706669606,2.547060654,4
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,0.587047073,0.423276263,0.765793111,-0.185107683,0.851209768,2.442218532,4
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",0.529503454,1.257717214,1.012016353,1.598573827,1.264270743,5.662081591,1
21-1013.00,Marriage and Family Therapists,0.078981831,0.1955477,1.422700422,1.611355879,1.579355522,4.887941354,2
21-1014.00,Mental Health Counselors,0.263688152,0.675062695,1.079799067,0.76342416,1.125361313,3.907335386,3
